"STATION","DATE","TEMP"
"72306013722","2019-04-09","  66.1"
"72306013722","2019-04-10","  64.9"
"72306013722","2019-04-11","  64.2"
"72306013722","2019-04-12","  65.4"
"72306013722","2019-04-13","  66.7"
"72306013722","2019-04-14","  70.1"
"72306013722","2019-04-15","  65.4"
"72306013722","2019-04-16","  53.8"
"72306013722","2019-04-17","  62.5"
"72306013722","2019-04-18","  69.3"
"72306013722","2019-04-19","  69.3"
"72306013722","2019-04-20","  59.4"
"72306013722","2019-04-21","  52.4"
"72306013722","2019-04-22","  56.9"
"72306013722","2019-04-23","  63.6"
"72306013722","2019-04-24","  71.8"
"72306013722","2019-04-25","  70.7"
"72306013722","2019-04-26","  69.1"
"72306013722","2019-04-27","  59.2"
"72306013722","2019-04-28","  67.4"
"72306013722","2019-04-29","  62.5"
"72306013722","2019-04-30","  70.5"
"72306013722","2019-05-01","  74.0"
"72306013722","2019-05-02","  74.2"
"72306013722","2019-05-03","  73.1"
"72306013722","2019-05-04","  75.1"
"72306013722","2019-05-05","  68.6"
"72306013722","2019-05-06","  67.6"
"72306013722","2019-05-07","  69.0"
"72306013722","2019-05-08","  71.5"
"72306013722","2019-05-09","  72.4"
"72306013722","2019-05-10","  71.9"
"72306013722","2019-05-11","  71.0"
"72306013722","2019-05-12","  70.0"
"72306013722","2019-05-13","  68.0"
"72306013722","2019-05-14","  60.4"
"72306013722","2019-05-15","  57.9"
"72306013722","2019-05-16","  64.5"
"72306013722","2019-05-17","  70.6"
"72306013722","2019-05-18","  76.7"
"72306013722","2019-05-19","  79.0"
"72306013722","2019-05-20","  77.8"
"72306013722","2019-05-21","  75.5"
"72306013722","2019-05-22","  71.4"
"72306013722","2019-05-23","  72.6"
"72306013722","2019-05-24","  79.9"
"72306013722","2019-05-25","  80.8"
"72306013722","2019-05-26","  82.6"
"72306013722","2019-05-27","  79.5"
"72306013722","2019-05-28","  81.3"
"72306013722","2019-05-29","  82.3"
"72306013722","2019-05-30","  81.0"
"72306013722","2019-05-31","  79.7"
"72306013722","2019-06-01","  69.8"
"72306013722","2019-06-02","  74.9"
"72306013722","2019-06-03","  74.2"
"72306013722","2019-06-04","  69.5"
"72306013722","2019-06-05","  76.1"
"72306013722","2019-06-06","  77.4"
"72306013722","2019-06-07","  74.7"
"72306013722","2019-06-08","  73.6"
"72306013722","2019-06-09","  73.5"
"72306013722","2019-06-10","  76.9"
"72306013722","2019-06-11","  74.1"
"72306013722","2019-06-12","  66.3"
"72306013722","2019-06-13","  67.9"
"72306013722","2019-06-14","  68.1"
"72306013722","2019-06-15","  68.4"
"72306013722","2019-06-16","  76.4"
"72306013722","2019-06-17","  81.3"
"72306013722","2019-06-18","  81.2"
"72306013722","2019-06-19","  77.5"
"72306013722","2019-06-20","  79.4"
"72306013722","2019-06-21","  74.9"
"72306013722","2019-06-22","  73.4"
"72306013722","2019-06-23","  73.6"
"72306013722","2019-06-24","  77.8"
"72306013722","2019-06-25","  81.8"
"72306013722","2019-06-26","  78.5"
"72306013722","2019-06-27","  80.0"
"72306013722","2019-06-28","  80.8"
"72306013722","2019-06-29","  77.7"
"72306013722","2019-06-30","  80.8"
"72306013722","2019-07-01","  81.0"
"72306013722","2019-07-02","  81.5"
"72306013722","2019-07-03","  84.4"
"72306013722","2019-07-04","  81.3"
"72306013722","2019-07-05","  78.3"
"72306013722","2019-07-06","  80.8"
"72306013722","2019-07-07","  81.1"
"72306013722","2019-07-08","  81.2"
"72306013722","2019-07-09","  78.0"
"72306013722","2019-07-10","  80.1"
"72306013722","2019-07-11","  82.5"
"72306013722","2019-07-12","  79.9"
"72306013722","2019-07-13","  83.2"
"72306013722","2019-07-14","  83.8"
"72306013722","2019-07-15","  82.2"
"72306013722","2019-07-16","  81.6"
"72306013722","2019-07-17","  85.0"
"72306013722","2019-07-18","  84.0"
"72306013722","2019-07-19","  84.4"
"72306013722","2019-07-20","  81.4"
"72306013722","2019-07-21","  83.3"
"72306013722","2019-07-22","  85.5"
"72306013722","2019-07-23","  74.6"
"72306013722","2019-07-24","  70.9"
"72306013722","2019-07-25","  74.3"
"72306013722","2019-07-26","  75.0"
"72306013722","2019-07-27","  75.1"
"72306013722","2019-07-28","  76.6"
"72306013722","2019-07-29","  79.5"
"72306013722","2019-07-30","  80.2"
"72306013722","2019-07-31","  79.4"
"72306013722","2019-08-01","  75.3"
"72306013722","2019-08-02","  76.5"
"72306013722","2019-08-03","  75.5"
"72306013722","2019-08-04","  76.1"
"72306013722","2019-08-05","  74.9"
"72306013722","2019-08-06","  74.3"
"72306013722","2019-08-07","  79.0"
"72306013722","2019-08-08","  78.8"
"72306013722","2019-08-09","  80.2"
"72306013722","2019-08-10","  79.5"
"72306013722","2019-08-11","  79.1"
"72306013722","2019-08-12","  79.0"
"72306013722","2019-08-13","  81.1"
"72306013722","2019-08-14","  79.5"
"72306013722","2019-08-15","  79.0"
"72306013722","2019-08-16","  77.2"
"72306013722","2019-08-17","  79.6"
"72306013722","2019-08-18","  79.1"
"72306013722","2019-08-19","  82.1"
"72306013722","2019-08-20","  80.0"
"72306013722","2019-08-21","  80.5"
"72306013722","2019-08-22","  78.3"
"72306013722","2019-08-23","  78.6"
"72306013722","2019-08-24","  69.5"
"72306013722","2019-08-25","  68.2"
"72306013722","2019-08-26","  69.4"
"72306013722","2019-08-27","  72.0"
"72306013722","2019-08-28","  76.2"
"72306013722","2019-08-29","  74.4"
"72306013722","2019-08-30","  72.6"
"72306013722","2019-08-31","  75.5"
"72306013722","2019-09-01","  75.1"
"72306013722","2019-09-02","  77.9"
"72306013722","2019-09-03","  78.0"
"72306013722","2019-09-04","  78.9"
"72306013722","2019-09-05","  76.0"
"72306013722","2019-09-06","  75.6"
"72306013722","2019-09-07","  76.2"
"72306013722","2019-09-08","  77.1"
"72306013722","2019-09-09","  78.6"
"72306013722","2019-09-10","  78.1"
"72306013722","2019-09-11","  78.7"
"72306013722","2019-09-12","  82.0"
"72306013722","2019-09-13","  77.4"
"72306013722","2019-09-14","  74.5"
"72306013722","2019-09-15","  76.0"
"72306013722","2019-09-16","  77.6"
"72306013722","2019-09-17","  76.3"
"72306013722","2019-09-18","  70.2"
"72306013722","2019-09-19","  64.6"
"72306013722","2019-09-20","  64.3"
"72306013722","2019-09-21","  70.0"
"72306013722","2019-09-22","  76.1"
"72306013722","2019-09-23","  76.2"
"72306013722","2019-09-24","  77.8"
"72306013722","2019-09-25","  74.0"
"72306013722","2019-09-26","  79.5"
"72306013722","2019-09-27","  78.0"
"72306013722","2019-09-28","  80.4"
"72306013722","2019-09-29","  81.5"
"72306013722","2019-09-30","  78.8"
"72306013722","2019-10-01","  76.2"
"72306013722","2019-10-02","  80.2"
"72306013722","2019-10-03","  83.3"
"72306013722","2019-10-04","  81.0"
"72306013722","2019-10-05","  65.2"
"72306013722","2019-10-06","  67.6"
"72306013722","2019-10-07","  71.2"
"72306013722","2019-10-08","  66.8"
"72306013722","2019-10-09","  61.8"
"72306013722","2019-10-10","  61.3"
"72306013722","2019-10-11","  63.2"
"72306013722","2019-10-12","  66.3"
"72306013722","2019-10-13","  66.9"
"72306013722","2019-10-14","  68.2"
"72306013722","2019-10-15","  60.0"
"72306013722","2019-10-16","  61.0"
"72306013722","2019-10-17","  54.9"
"72306013722","2019-10-18","  53.7"
"72306013722","2019-10-19","  51.9"
"72306013722","2019-10-20","  59.8"
"72306013722","2019-10-21","  61.6"
"72306013722","2019-10-22","  64.5"
"72306013722","2019-10-23","  60.3"
"72306013722","2019-10-24","  54.5"
"72306013722","2019-10-25","  61.0"
"72306013722","2019-10-26","  65.0"
"72306013722","2019-10-27","  73.4"
"72306013722","2019-10-28","  65.6"
"72306013722","2019-10-29","  62.7"
"72306013722","2019-10-30","  64.6"
"72306013722","2019-10-31","  74.4"
"72306013722","2019-11-01","  54.4"
"72306013722","2019-11-02","  47.1"
"72306013722","2019-11-03","  47.9"
"72306013722","2019-11-04","  46.8"
"72306013722","2019-11-05","  56.6"
"72306013722","2019-11-06","  56.7"
"72306013722","2019-11-07","  54.8"
"72306013722","2019-11-08","  52.3"
"72306013722","2019-11-09","  37.9"
"72306013722","2019-11-10","  43.2"
"72306013722","2019-11-11","  53.6"
"72306013722","2019-11-12","  49.3"
"72306013722","2019-11-13","  31.8"
"72306013722","2019-11-14","  33.5"
"72306013722","2019-11-15","  41.8"
"72306013722","2019-11-16","  46.1"
"72306013722","2019-11-17","  44.2"
"72306013722","2019-11-18","  44.1"
"72306013722","2019-11-19","  47.7"
"72306013722","2019-11-20","  49.0"
"72306013722","2019-11-21","  44.9"
"72306013722","2019-11-22","  54.6"
"72306013722","2019-11-23","  51.0"
"72306013722","2019-11-24","  52.6"
"72306013722","2019-11-25","  44.9"
"72306013722","2019-11-26","  48.0"
"72306013722","2019-11-27","  54.5"
"72306013722","2019-11-28","  54.5"
"72306013722","2019-11-29","  44.5"
"72306013722","2019-11-30","  48.4"
"72306013722","2019-12-01","  51.3"
"72306013722","2019-12-02","  48.0"
"72306013722","2019-12-03","  42.2"
"72306013722","2019-12-04","  45.5"
"72306013722","2019-12-05","  44.1"
"72306013722","2019-12-06","  42.9"
"72306013722","2019-12-07","  47.1"
"72306013722","2019-12-08","  38.4"
"72306013722","2019-12-09","  48.5"
"72306013722","2019-12-10","  64.2"
"72306013722","2019-12-11","  44.8"
"72306013722","2019-12-12","  35.5"
"72306013722","2019-12-13","  39.0"
"72306013722","2019-12-14","  47.0"
"72306013722","2019-12-15","  47.4"
"72306013722","2019-12-16","  53.0"
"72306013722","2019-12-17","  62.6"
"72306013722","2019-12-18","  43.9"
"72306013722","2019-12-19","  35.2"
"72306013722","2019-12-20","  36.8"
"72306013722","2019-12-21","  39.1"
"72306013722","2019-12-22","  36.2"
"72306013722","2019-12-23","  43.9"
"72306013722","2019-12-24","  51.9"
"72306013722","2019-12-25","  45.6"
"72306013722","2019-12-26","  46.4"
"72306013722","2019-12-27","  51.7"
"72306013722","2019-12-28","  58.2"
"72306013722","2019-12-29","  62.6"
"72306013722","2019-12-30","  69.2"
"72306013722","2019-12-31","  50.5"
"72306013722","2020-01-01","  45.4"
